"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15"
412.338348454796;358.860034844838;53.1203773571178;476.492988294922;344.672266510315;41.1327665206045;222.307870183427;166.539125959389;0.0625;384.093931643292;453.994056209922;229.590382953054;29.5956656336784;419.715109281242;313.883579452522
186.592995538376;182.58729937952;266.494784853421;282.679211697541;458.880758378655;70.309535250999;350.334697286096;134.296505828388;0.0625;382.649951730855;15.4994010226801;365.998491263241;340.344007243402;124.057078151964;368.838025955483
158.747323905118;426.172234117985;463.047048659064;228.959227446467;198.447416885756;170.44003913179;157.386859779419;459.069833275862;0.0625;316.662693861872;61.3933998392895;190.354637880998;85.3426627581939;159.943440463394;314.761953777634
105.337881599553;222.234557964839;425.700788968243;268.809109227732;409.4885509694;63.9500629622489;433.494935261953;280.223604524508;0.0625;384.235713980161;373.728317557834;497.760508425402;46.4955585775897;72.6038746070117;96.9694220693782
461.115081096068;97.8172414470464;441.984467557631;213.615188840777;167.478013201617;494.854946387932;246.441674152113;2.88235046900809;0.0625;201.359878410585;135.044932714663;220.062278527605;132.299475488253;19.7821744950488;361.542927799746
97.3761405330151;360.402371035889;433.717098436318;424.681279808283;51.6323947813362;438.536951784045;463.989373996421;55.11005804874;0.0625;432.845086441375;367.957785842009;166.351360169882;140.394292888232;226.443966268562;482.398527441546
430.555129772983;452.706436743028;128.098768997006;412.667939905077;345.851110876538;195.147307123989;288.067010047193;323.473138269037;0.0625;70.8735373336822;26.0659555206075;160.002237403648;174.476208398119;271.392527385615;447.414010297507
400.229591759853;289.663086296059;63.5878865141422;111.145591945387;140.540285850875;228.413314092904;317.655651812753;136.592737399042;0.0625;382.782507920638;170.984428958036;158.421876999526;268.240367178805;345.828020246699;291.949692531489
24.8353810748085;434.578607440926;338.483006809838;440.248020226136;191.684324061498;443.116803769954;198.472026065666;64.5069880411029;0.0625;318.44368937891;252.933633862995;225.024403089405;254.786128294654;74.4005346205086;178.17327065859
200.064770760946;69.3370216758922;143.379604676738;493.690413190052;263.259244267829;289.423100766726;345.962612633072;455.755314673297;0.0625;184.176937444136;330.307532683946;170.839479057394;395.644024945796;233.519706758671;246.672157780267
28.3953874604777;42.8386683342978;58.0541172530502;75.414196588099;429.253355367109;495.101875625551;320.883228433107;414.546762243845;0.0625;254.507281817496;178.932777489536;260.436903226909;333.440975169651;251.138623803854;229.549321345985
159.693468827754;462.650489760563;209.344952832907;153.156199376099;263.725197990425;94.3493962986395;441.269653912807;178.58157097362;0.0625;290.086170542054;280.794693622738;324.899349119281;59.8761216970161;254.1181872366;261.742940638214
339.98163160868;243.634256068617;184.262549504638;387.945299153216;79.9611881375313;401.854133815505;338.95224721285;208.891162648797;0.0625;64.6323527907953;498.832362820394;130.109116985678;359.511768212542;282.126523205079;95.626151189208
201.47138950415;17.3387575196102;291.095501976088;251.594822620973;246.789856348187;92.1146461041644;490.361987855866;329.4651346514;0.0625;2.43662786670029;327.44485931471;227.633453951585;471.656153909862;212.187941418961;64.3110561650246
261.696472996846;278.807278256863;296.370132826269;193.425476551056;467.369618825614;402.628847165033;360.93588930248;141.038815840147;0.0625;415.221025119536;51.9293979741633;253.328229857259;20.7027223659679;489.252404659055;98.396114888601
496.16924172733;31.2979582231492;172.508731600828;273.392023518682;249.677317682654;73.0413951678202;318.782109261652;491.345263086259;0.0625;22.0327167771757;289.824688108638;243.347417302233;320.476009394042;222.890182863921;150.721544749103
372.553482768126;91.2321424111724;90.007389895618;449.214830761775;218.416681978852;187.296938849613;213.399867656267;468.560633482412;0.0625;418.526729336008;279.240610194393;214.004566402408;48.9752090070397;244.092774228193;79.0267159463838
54.2231892468408;217.187711154111;358.572455472313;388.079604599625;370.841020368971;49.7673434438184;360.458451020492;274.668117170222;0.0625;235.744322068058;6.06685841921717;286.135932508013;439.919746830128;433.752797660418;362.631084979512
354.926622472703;423.690880415961;328.111614915542;408.36044435855;423.320597270504;178.460094030015;275.561914546691;235.543115879409;0.0625;354.772324906662;349.926413269714;440.511226778955;49.6603159699589;126.454409211874;270.655750646256
179.516555392183;NA;179.949704674073;428.326323861256;281.737388693728;303.367173182778;199.446259392562;3.60670068766922;0.0625;470.395353389904;168.597285635769;129.720281880274;337.518585729413;261.294132564217;375.902061117813
162.154628313147;202.810199116357;90.5941895907745;428.260249318555;323.143519693986;227.595068281516;160.118429900054;253.018714953214;0.0625;21.9171821372584;22.0434848451987;391.282424931794;371.969209285453;248.444239026867;49.028338980861
62.8607606049627;242.375199566595;114.143025944941;80.2383766276762;476.599538698792;275.548625388183;413.977080543333;360.094659496099;0.0625;130.392995197326;NA;239.451032037014;149.736787541769;412.660183850676;198.858918854967
399.711674079299;330.578936845995;476.798399933614;323.869906482287;54.0893139550462;343.121137237176;256.911475949442;176.695892121643;0.0625;77.5966551154852;328.142125159502;363.747913665907;395.811887923628;245.164436870255;299.363955738954
365.715203923173;70.6580168334767;27.2268108092248;366.047459887341;215.014206711203;495.703451801091;255.672354501972;246.813501929864;0.0625;488.636272028089;461.596254375763;351.824810818486;100.530613330193;137.07208330743;283.117725048214
56.4548033289611;174.390934524126;217.543944483623;220.486329286359;132.849599584006;214.041801053099;364.976077376092;450.501769082621;0.0625;462.690719170496;367.577110067941;363.668165122683;488.560990313999;67.0796892372891;111.959896050394
339.728721068241;49.2064040154219;499.220036901534;1.04824698064476;364.680442027748;0.170906307175756;449.798668301248;144.444932695478;0.0625;476.629942073487;418.649996048771;188.185491741965;348.1967021944;378.816215437837;75.9780909866095
315.525770420209;205.365962581709;466.930008144118;458.439516136423;208.690731786191;160.32221110072;92.4807841349441;29.1495086858049;0.0666666666666667;482.820334145799;343.958068056963;31.4502029769959;189.648837083951;2.79808742925525;218.179871677421
498.039200319909;369.483425165527;186.72273051925;272.212040727027;120.65399880521;276.486774673685;168.796574269062;9.88763256464154;0.0625;244.316691416316;391.218497301452;177.697074472939;131.797719164751;278.555652475916;29.792497982271
412.951984792016;468.694089096971;123.478526365943;187.795909587294;2.41418939549476;353.995335754007;412.192341285955;476.395875564776;0.0625;112.925245426595;75.8495662594214;151.326266803548;407.399480813183;308.114568819292;203.252260456793
126.324555720203;246.546018868685;222.469754167832;51.40615766868;74.8632920440286;382.610864704475;238.814069715674;125.03439898137;NA;323.145936825313;250.454259221442;404.153536968104;449.377357843332;441.221875254996;277.716027223505
355.962564470246;206.521793850698;283.193366485648;81.3514954643324;404.629025608301;159.989772830158;344.699749651852;342.025712947361;0.0625;407.472059479915;414.499062811956;239.681253886582;207.204953767359;403.50231458433;247.497147880495
194.027580786496;298.267503269017;491.39585508965;397.213431308046;365.30608846806;286.102386307903;326.322028734347;457.3131990619;0.0625;157.071568188258;104.919616947882;480.766609329985;206.397315021604;354.010760085657;333.236261969432
418.927543796599;421.558040077798;223.358285729773;300.090724602342;180.382067104802;446.418190840632;92.7854342375199;422.239617095329;0.0666666666666667;496.790886390954;135.174767929129;32.0530446549391;434.331918135285;293.23231743183;397.305480670184
138.625724008307;369.776053936221;67.5646405434236;43.1699462933466;1.36703229509294;332.717133220285;427.744464548116;363.073810585774;0.0625;372.866861522198;152.700947364792;415.903322800819;318.088923231699;115.138777880929;286.068712244742
187.563834595494;240.627802093513;83.1314455717802;238.251153146848;272.640818962827;137.800651369616;339.087617045317;465.484296204522;0.0625;307.90174449794;210.988891194575;218.542745124061;401.635635178536;216.962777776644;160.896767978556
381.469002459198;296.190365450457;401.963645592332;169.758205884136;197.501037269831;276.325374259613;259.335228885965;95.7753397524357;0.0625;16.3952752482146;378.91016411595;243.149801813502;99.4197486434132;313.002526643686;197.141575394198
473.032863694243;3.15486965700984;73.8869549240917;496.449009049684;383.992508752272;169.668916147202;374.608994384902;161.298361723311;0.0625;NA;124.802807113156;328.340238357209;71.792206261307;479.168286896311;477.218734566122
116.688193404116;289.81434344314;472.890200442635;85.0624621380121;421.416738070548;491.212779539637;241.382738477266;325.974607490934;0.0625;62.1735303429887;127.253942191601;413.603970383551;283.697434817441;261.000261525624;97.3259885795414
465.576807153411;5.8333418564871;452.438193839043;253.409844241105;400.639188592322;125.223017064855;181.749691290351;122.16882512439;0.0625;431.011203210801;266.477109631523;220.759027225581;380.323906545527;444.346257951111;496.855714824051
257.544708321802;248.88621584978;367.82948859036;474.08119100146;423.524222802371;132.593335933052;45.5646683382722;493.684404413216;0.0769230769230769;442.853303044103;283.11557485722;92.3372124492557;359.326748060994;323.786685592495;488.529636291787
